YEAR,BUDGET TYPE,CITY AGENCY,"EXPENSE
CATEGORY",DIVISION,CONTRACT DATE,CONTRACT NUMBER,CONSULTANT NAME,DESCRIPTION, EXPENDITURE
2022,Operating,Community and Social Services,Management / Research & Development,Employment & Social Services,18-Aug-21,3607892,"ZIZYS, TOM","Consultant to help shape key project and research elements that will inform the following City Council adopted recommendation: City Council direct the General Manager, Toronto Employment and Social Services to engage with other divisions and Toronto Public Library, as well as community and workforce development stakeholders, as appropriate, to assess how the City of Toronto can best advance its workforce development priorities and support residents in a transformed employment services system, including whether the City should pursue the new employment service system manager role and, if so, in what configuration and report on findings and recommendations in the second quarter of 2022.","  9,540 "
2022,Operating,Development and Growth Services,Technical ,Housing Secretariat,14-Dec-22,3603253,PSN Performance Solutions,"To provide up to date knowledge, expertise, print and online resources for resident and operator exercises and materials to encourage conservation behaviours. To provide instructor -led sessions for train the trainer model tenant engagements. ",  84 
2022,Operating,Development and Growth Services,Technical ,Housing Secretariat,7-Jul-22,Schedule A,Beam Group Inc,To review the Homeownership Program under City Council's direction 2021.PH25.9 and provide recommendations to improve the program.,"  65,646 "
2022,Operating,Development and Growth Services,Technical ,Housing Secretariat,30-Dec-22,Schedule A,Beam Group Inc,To review the Homeownership Program under City Council's direction. 2021.PH25.9 and provide recommendations to improve the program.,"  24,279 "
2022,Operating,Development and Growth Services,Information Technology,Housing Secretariat,21-Feb-21,6051774,Lura Consulting,"To communicate, engage strategy development and facilitate for several supportive housing projects funded through federal and City funding to address the urgent need for creating supportive housing (Modular housing Initiative Phase 2 - 2021).","  52,780 "
2022,Operating,Development and Growth Services,Management / Research & Development,Housing Secretariat,19-Aug-22,Schedule A,Housing Services Corporation,"To provide consulting services to assist the Housing Strategic Steering Committee's (which CoT is a member of) identified need for a community of practice Technical Table. Specifically to focus on the development of tools, templates and resources to assist Service Managers and DSSABs in negotiating Service Agreements with housing providers. 
Consulting scope of work entails supporting this Technical Table in developing standardized Service Agreement terms and conditions that can be used across the Province to support capacity and consistency among all Service Managers/DSSABs.  ","  3,616 "
2022,Operating,Development and Growth Services,Management / Research & Development,Housing Secretariat,17-May-22,3615704,Creative Process Inc,"To support consultation with stakeholders (housing providers, people with lived experience, sector organizations, Indigenous partners) to inform two pieces of policy work: (1) reviewing the rent geared to income (RGI) local priority rules, and (2) determining an allocation methodology for affordable rental housing. This included conducting, facilitating and summarizing 6 virtual focus group sessions, designing and analyzing the results of a public survey and completing a final report.","  44,571 "
2022,Operating,Development and Growth Services,Management / Research & Development,Housing Secretariat,4-Oct-22,6053827,Canadian Urban Institute,To provide services to create a housing-focused decision support and information sharing system for municipalities in the Greater Toronto and Hamilton Region that facilitates the collection and dissemination of housing and related data for use in policymaking and intergovernmental advocacy. The cost for these consulting services will be shared with other GTHA governments. ,"  50,000 "
2022,Operating,Development and Growth Services,Management / Research & Development,Housing Secretariat,5-May-22,3614543,Wellesley Institute - Dr. Kwame Julius McKenzie (CEO),"To provide research to gain a more fulsome understanding of eviction trends in Toronto and identify how the City can improve its evidence base and data collection going forward to inform policy and program development. The consultant provided a final report to the City with a preliminary gap-analysis of the City's evidence base that can be solved with data collection and sharing; research and data sources that describe the extent of the formal eviction problem; recommendations, options, and methods to improve data collection, analysis, sharing within the City and its stakeholders, including staffing, structure, technology and tools; outline of the resources and data-sharing permissions with partners needed to inform a housing data strategy for the City of Toronto from an evictions perspective.","  13,893 "
2022,Operating,Development and Growth Services,Technical ,Toronto Building,1-Apr-20,6050405,KPMG LLP,"To provide consulting services to support the transformation to accelerate and guide the implementation activities and support the Implementation Team for the Toronto Building Program Review and Cost Allocation Methodology Project, through the  provision of strategic advice.","  215,016 "
2022,Operating,Development and Growth Services,Technical ,City Planning ,16-Apr-20,47020913,WSP Canada Inc.,To provide a peer review of the Rail Safety Study.,"  14,432 "
2022,Operating,Development and Growth Services,Technical ,City Planning ,12-Oct-21,Schedule A,Freedman Urban Solutions Inc.,To provide independent professional land use planning services in the Official Plan and Zoning by-law Amendment and Draft Plan of Subdivision Appeal for 2650 St. Clair Avenue West.,"  9,286 "
2022,Operating,Development and Growth Services,Technical ,City Planning ,30-Jun-21,Schedule A,Urban Metrics Inc.,To provide consulting services on the Golden Mile Secondary Plan - Market Analysis on non-residential uses within the Golden Mile Area.,"  14,920 "
2022,Operating,Development and Growth Services,Technical ,City Planning ,28-Feb-22,Schedule A,LEA Consulting Ltd,For provision of the Vaughan Yonge Street Peer Review.,"  28,214 "
2022,Operating,Development and Growth Services,Technical ,City Planning ,30-Mar-22,Schedule A,CreateTO,For provision of technical advisory services for selection of a design partner for 11 Bay Street.,"  20,352 "
2022,Operating,Development and Growth Services,Technical ,City Planning ,24-Nov-21,Schedule A,Re Millward & Associates Ltd.,To provide services in expert witness for the Ontario Land Tribunal Hearing on 2650 St. Clair Avenue West.,"  12,626 "
2022,Operating,Development and Growth Services,Technical ,City Planning ,15-Jul-20,3595225,WSP Canada Inc.,"To provide a peer review of the Transportation Noise, Vibration Feasibility Assessment and D-6 Compatibility Assessment Study at 320 McCowan Road.","  1,018 "
2022,Operating,Development and Growth Services,Legal ,City Planning ,9-Mar-22,Schedule A,Diana Birchall,To provide services in expert witness for the Ontario Land Tribunal Hearing for 625 Church Street.,"  19,488 "
2022,Operating,Development and Growth Services,Creative Communications,City Planning ,4-Oct-22,3619551,Brand and Mortar,To develop a communications and branding strategy for the Toronto Green Standard (TGS) to improve the uptake and desirability of achieving adoption of Tier 2 and higher standards in new developments.,"  28,493 "
2022,Operating,Finance and Treasury Services,Management / Research & Development,Financial Planning ,28-Jun-22,6053499,Ernst & Young LLP,For the consulting services to support the work of the Greater Toronto Hamilton Area-Regional Prosperity Alliance by identifying potential procurement opportunities for the GTHA Procurement Members to find potential benefits (cost savings or cost reduction) through collaborating on procurement. ,"  48,912 "
2022,Operating,Finance and Treasury Services,Management / Research & Development,Capital Markets,,Schedule A,Aon Hewitt Inc.,To provide strategic advice to the Toronto Investment Board.,"  117,024 "
2022,Operating,Finance and Treasury Services,Management / Research & Development,Purchasing & Materials Management ,19-Jun-20,6050708,Ernst & Young LLP,To provide services to support the execution of Phase 2 and to identify new opportunities for savings for Category Management and Strategic Sourcing (CMSS).,"  5,073,426 "
2022,Operating,Finance and Treasury Services,Management / Research & Development,"Pension, Payroll & Employee Benefits",29-Mar-21,47023537,Mercer (Canada) Limited,"The provision of subject matter expertise during collective bargaining, review of underwriting methodologies, dependent verification exercise, future marketing of benefit programs, as well as auditing of the benefit carriers on behalf of the City.","  772,467 "
2022,Operating,Finance and Treasury Services,Management / Research & Development,"Pension, Payroll & Employee Benefits",13-Jul-22,6053548,P1 Consulting Inc,Consulting services provided with respect to a Joint Procurement of an Employee Benefits Program for the Toronto Police Services Board (TPSB) and the Toronto Transit Commission (TTC).,"  3,431 "
2022,Operating,Finance and Treasury Services,Legal ,"Pension, Payroll & Employee Benefits",22-Jun-12,6035311,"Osler, Hoskin & Harcourt, LLP",To provide in-depth legal advice for five non-Ontario Municipal Employees' Retirement System (OMERS) pension plans merged with OMERS.,"  121,891 "
2022,Operating,Finance and Treasury Services,Management / Research & Development,Revenue Services,3-Feb-21,6051977,Hemson Consulting Ltd.,"Professional Consulting Services for Development Charges, Community Benefit Charges, and Alternative Parkland Dedication Rate for the City of Toronto.","  501,115 "
2022,Operating,Finance and Treasury Services,Management / Research & Development,Revenue Services,18-May-21,6052151,ACI Argyle Communications Inc.,"To provide professional public engagement and strategic communications services to support the Growth Funding Tools initiative, including preparing and delivering a comprehensive communications strategy and stakeholder engagement process.","  111,965 "
2022,Operating,Finance and Treasury Services,Management / Research & Development,Office of the Controller,11-Apr-22,6053248,StrategyCorp Inc.,To provide consulting support to develop key deliverables for the Growth Funding Tools Project that is mandated by the province. ,"  40,704 "
2022,Operating,Finance and Treasury Services,Management / Research & Development,Office of the Controller,31-Dec-21,6053017,KPMG LLP,"To perform a Business Process Mining (BPM) (P2P Data analysis) study to address procurement process controls, oversight, and policies. ","  20,352 "
2022,Operating,Infrastructure Services,Technical ,Municipal Licensing & Standards,15-Jun-22,3616440,Valcoustics Ltd.,"To provide development of Technical Manual (HRS), planning/development of Training Course, and delivery of Training Course and Knowledge.","  42,739 "
2022,Operating,Infrastructure Services,Management / Research & Development,Municipal Licensing & Standards,26-Nov-21,6052811,Nanos Research Corp,To perform public opinion research to support staff analysis on recommended Bylaw changes.,"  12,924 "
2022,Operating,Infrastructure Services,Management / Research & Development,Municipal Licensing & Standards,23-Jul-21,3607173,Rentlogic Corporation,To provide services and documentation to RentSafeTO systems using Rentlogic's program as a standards organization that measures and rates the quality of multi-family residential buildings.,"  25,437 "
2022,Operating,Infrastructure Services,Management / Research & Development,Municipal Licensing & Standards,24-Feb-23,Schedule A,University Of Toronto,To perform a formal emissions study to review data and conduct modelling and provide analysis which ML&S will then use as part of a suite of recommendations. ,"  88,000 "
2022,Operating,Infrastructure Services,Management / Research & Development,Municipal Licensing & Standards,28-Aug-23,3626249,Strategic Counsel,To perform public opinion research to support staff analysis for reports submitted to Council.,"  23,150 "
2022,Operating,Infrastructure Services,Management / Research & Development,Transit Expansion Office,24-Oct-22,6053889,Parsons Inc.,To perform a high-level due diligence review of the Metrolinx proposal for the location of Ontario Line (OL) Osgoode Station (at Queen Street and University Avenue). ,"  45,083 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,23-Jul-21,9403062,AECOM CANADA LTD,To provide consulting services relating to the Parking Strategy Expert Peer Review Panel.,"  3,829 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,9-Nov-22,3620664,ANNE HARVEY COLLABORATIONS,To facilitate CaféTO BIA Feedback Sessions on changes being proposed. ,"  3,000 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,26-Jan-22,6053010,CIMA Canada Inc.,To provide consulting services for traffic signals - left turn phase-studies. ,"  224,463 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,25-Oct-21,9422354,CIMA Canada Inc.,To provide consulting services for traffic signals - LED signal module conversion.,"  33,238 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,1-Jun-22,6053397,HDR CORPORATION,To provide consulting services for the winter maintenance contract administration. ,"  147,145 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,28-Mar-22,9453171,Parsons Inc.,To prepare a school crossing warrant analysis survey with recommendations for warranted locations. ,"  100,585 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,8-Dec-22,Schedule A,Toronto and Region Conservation Authority,To perform the Green streets design review and provide monitoring / inspection services.,"  22,433 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,27-Oct-22,Schedule A,UNIVERSITY OF TORONTO,To perform consulting services for City Logistics for the Urban Economy(CLUE): Logistics solutions for distribution in the last-mile economy. ,"  90,000 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,29-Jun-22,9474884,WSP Canada Inc.,To prepare the school crossing warrant analysis survey with recommendation for warranted locations. ,"  71,165 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,6-Jul-22,9476456,WSP Canada Inc.,To perform sidewalk inspections for the City's yearly Minimum Maintenance Standards. ,"  445,631 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,4-Oct-22,9496182,WSP Canada Inc.,"To perform consulting services in relation to LED Signal Module Conversion – Phase 5, services include field data collection and contract administration services. ","  52,699 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,31-Dec-22,Schedule A,BlueMetic Environmental Inc. ,To perform consulting services to inform next steps in litigation in relation to a contaminated land claim. ,"  186,248 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,31-Dec-22,Schedule A,Terrapex Environmental Services,To prepare a Remedial Action Plan to address impacts to the environmental quality of soil and groundwater at 1597 Queen Street East.,"  5,699 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,10-Sep-21,6052548,IBI Group Professional Service,"To provide consulting services relating to CaféTO additional services,  which include traffic plans for the safe closure of curb lanes and expanded outdoor dining.","  12,746 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,5-Aug-21,9405660,WSP Canada Inc.,To provide consulting services for the School Crossing Guard (SCG) Warrant Standard Operating Procedure (SOP).,"  13,334 "
2022,Operating,Infrastructure Services,Technical ,Transportation Services,28-Jan-21,6051688,WSP Canada Inc.,To provide a park viability assessment for University Ave Park Feasibility Phase 2.,"  48,324 "
2022,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,21-Dec-20,3600563,ALTA PLANNING + DESIGN CANADA,To conduct a business process review between Transportation Services (TS) & Engineering & Construction Services for potential improvements to internal processes for capital projects.,"  5,163 "
2022,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,27-Aug-21,6052508,Ernst & Young LLP,To perform a review of the City's street sweeping operations to provide recommendations for a future state roadmap.,"  348,457 "
2022,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,26-May-22,9467185,Steer Davies Gleave North America,To perform a scan of revenue streams for the municipality to support the Division's ongoing cost recovery strategy.,"  53,358 "
2022,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,19-Dec-22,6054101,Strategic Counsel,To perform research for the Navigating City Sidewalks and Streets project to support decisions for investments into preventing barriers for people with disabilities. ,"  15,366 "
2022,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,1-Jan-22 & 31-Dec-22,Schedule A,UNIVERSITY OF TORONTO,To perform research in support of the City's Automated Vehicles Tactical Plan to managing travel demand which will inform policy that will align zero-occupant vehicle use.,"  49,770 "
2022,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,01-Feb-22 & 15-Aug-22,Schedule A,UNIVERSITY OF TORONTO,To perform research for the Centre for Automated and Transformative Transportation Systems (iCity-CATTS) Phase 1 - Building the Analytical Foundation to inform the City on approaching transformative transportation technologies. ,"  100,000 "
2022,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,2-Jan-23,Schedule A,UNIVERSITY OF TORONTO,To perform research in support of accessibility initiatives to inform the City's future plans. ,"  74,000 "
2022,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,28-Apr-22 & 21-Dec-22,Schedule A,UNIVERSITY OF TORONTO,To perform research on street sweeping and air quality which will inform how street sweeping influences near road air quality and identify governing parameters to help the City develop operational guidelines for their level of service. ,"  39,760 "
2022,Operating,Infrastructure Services,Legal ,Transportation Services,19-May-22,PR14266,INVESTIGATIVE POWER INC,To perform asset investigations via Legal Services Division to inform City's legal activities. ,"  1,476 "
2022,Operating,Infrastructure Services,Creative Communications,Transportation Services,2-Nov-20,Schedule A,CYCLE TORONTO,To provide consulting services for Bike Month Partnership 2022. ,"  15,000 "
2022,Operating,Infrastructure Services,Management / Research & Development,Engineering & Construction Services,25-Jun-21,6052353,KPMG LLP,"To provide consulting services to conduct an assessment of the  Development Engineering (Dev. 
Eng.) service model with recommendations to improve performance, enhance customer service, foster a supportive, staff-focused culture, and align with the City’s broader development services transformation.","  106,085 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Lakeshore Arena Corporation,4-Jan-22,n/a,Grant Thornton Ltd,"To act as a financial advisor and to review, report and make recommendations to the Board on the arena's business and financial affairs.","  30,000 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Lakeshore Arena Corporation,26-May-23,n/a,Business Transition Alliance,To develop a 5-year strategic plan and 35-year financial model on behalf of the Corporation,"  72,500 "
2022,Operating,Agencies and Corporations,Legal ,Lakeshore Arena Corporation,10-Oct-23,n/s,Borden Ladner Gervais L.L.P.,Provide legal advice for tenant agreements,"  6,071 "
2022,Operating,Agencies and Corporations,Technical ,Exhibition Place,2-Nov-22,18233,Studio TLA,Centennial Square Revitalization - design consulting services,"  11,345 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Exhibition Place,19-Apr-22,17837,AM FM Consulting,Accessibility Reviews,"  7,000 "
2022,Operating,Agencies and Corporations,Legal ,TO Live,As billed,n/a,"C. Derrick Chua, Barrister & Solicitor",Consulting Fee Feist-Multitudes  Project ,  750 
2022,Operating,Agencies and Corporations,Legal ,TO Live,As billed,n/a,City of Toronto (Legal),Executive  office- Legal Services,"  3,050 "
2022,Operating,Agencies and Corporations,Legal ,TO Live,As billed,n/a,Ellen Low Employment Law,Legal Fees -Employment Matters,"  2,500 "
2022,Operating,Agencies and Corporations,Legal ,TO Live,As billed,n/a,Hicks Morley Hamilton Stewart Storie,Labour General -Legal Fees ,"  16,875 "
2022,Operating,Agencies and Corporations,Legal ,TO Live,As billed,n/a,Levitt Sheikh Chaudhri & Swann LLP,Legal Fees -Employment Matters,"  4,438 "
2022,Operating,Agencies and Corporations,Legal ,TO Live,As billed,n/a,ODACC (Ontario Dispute Adjudication for Constriction Contracts),Executive Office legal for Adjudication,"  2,550 "
2022,Operating,Agencies and Corporations,Creative Communications,TO Live,As billed,n/a,"AMS Analytics, LLC",Consulting for benchmarking data for performing arts centers,"  15,315 "
2022,Operating,Agencies and Corporations,Creative Communications,TO Live,As billed,n/a,AMS Planning & Research,Strategic Plan Consulting,"  11,058 "
2022,Operating,Agencies and Corporations,Creative Communications,TO Live,As billed,n/a,Jordan C. Bowden,Creative direction development for an year-end giving campaign,"  2,330 "
2022,Operating,Agencies and Corporations,Creative Communications,TO Live,As billed,n/a,LEAP Consulting,Consulting for E&E Strategy Development Work,"  7,500 "
2022,Operating,Agencies and Corporations,Creative Communications,TO Live,As billed,n/a,Rose A. Cutrara,Indigenous Consultation ,  500 
2022,Operating,Agencies and Corporations,Creative Communications,TO Live,As billed,n/a,StrategyCorp Inc.,Indigenous Community Consulting,"  77,250 "
2022,Operating,Agencies and Corporations,Creative Communications,TO Live,As billed,n/a,Underline Studio,Consulting for Brand Design,  505 
2022,Operating,Agencies and Corporations,Creative Communications,TO Live,As billed,n/a,LRI Engineering,Consulting for (EMP) Emergency Management Plans,  690 
2022,Operating,Agencies and Corporations,Technical ,Toronto Seniors Housing Corporation,29-Jun-22,242612,iSecurity Consulting Inc.,"MSO365 managed services for TSHC, TSHC website management","  22,916 "
2022,Operating,Agencies and Corporations,Technical ,Toronto Seniors Housing Corporation,29-Jun-22,242613,iSecurity Consulting Inc.,TSHC website management,"  27,800 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Seniors Housing Corporation,29-Jun-22,242608,DSA Corporate Services Inc,Board support for TSHC transition,"  10,338 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Seniors Housing Corporation,8-Sep-22,246917,PREDICTIVE SUCCESS CORPORATION,"Leadership Assessments – As required services 
","  1,500 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Seniors Housing Corporation,24-Aug-22,246070,Hicks Morley Hamilton Stewart Storie,Legal Services as required,"  8,586 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Seniors Housing Corporation,29-Jun-22,242600,Levitt Di Lella Duggan & Chaplick LLP,Retainer for TSHC transition,"  6,404 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Seniors Housing Corporation,30-Jun-22,242692,McInnes Cooper,HST Consulting,"  1,923 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Seniors Housing Corporation,29-Jun-22,242599,ROBINS APPLEBY LLP,Retainer for TSHC transition,"  51,987 "
2022,Operating,Agencies and Corporations,Technical ,Toronto Community Housing Corporation,1-Mar-22,212557,ARCADIS CANADA INC.,Provide Opinion on Contamination Matters at 110 Mornelle Court,"  5,412 "
2022,Operating,Agencies and Corporations,Technical ,Toronto Community Housing Corporation,13-Jun-22,233111,INNOVATIVE FIRE INC.,Site visit to confirm/obtain information for theASP. Review standpipe requirements outlined in the OBC. Develop ASP for submission to Toronto Fire Servicesission to TFS for any comments or questions,"  16,400 "
2022,Operating,Agencies and Corporations,Information Technology,Toronto Community Housing Corporation,17-Nov-22,244875/ 244876,CDW CANADA CORP.,CommVault Professional Service for security Readiness Remediation,"  49,601 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,As billed,75205,KPMG LLP,"To provide research, consultation services and development of opportunities to Toronto Community Housing Corporation (TCHC).","  75,567 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,12-Dec-22,246463,KPMG LLP,Review TCHC's Capital Asset Inventory Policy & Procedures,"  20,352 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,As billed,"200555, 156324, 
240505, 156325",R. AVIS SURVEYING INC.,To Plan a survey and draft reference plan for severance,"  20,337 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,14-Jun-22,210684,Anique Jordan,To provide consulting services on Confronting Anti-Black (CABR) Strategy team.,"  3,053 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,As billed,233916,Ijaabo Mohamed,To provide consulting services as a Tenant member of the Tenant-Staff Oversight and Advisory Board for the Centre for Advancing the Interests of Black People.,"  5,000 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,As billed,239911,Jason Sinclair,To provide consulting services as a Tenant member of the Tenant-Staff Oversight and Advisory Board for the Centre for Advancing the Interests of Black People.,"  5,022 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,26-May-22,239912,Kiaunna Spence Bennett,To provide consulting services as a Tenant member of the Tenant-Staff Oversight and Advisory Board for the Centre for Advancing the Interests of Black People.,"  1,250 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,As billed,239917,Melanated Roots (Annisha Stewart),To provide consultant services as a Tenant member of the Tenant-Staff Oversight and Advisory Board for the Centre for Advancing the Interests of Black People.,"  5,022 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,As billed,239913,Natalee Bennett,To provide consulting services as a Tenant member of the Tenant-Staff Oversight and Advisory Board for the Centre for Advancing the Interests of Black People.,"  5,000 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,As billed,239914,Sagal Abdi Ahmed,To provide consulting services as a Tenant member of the Tenant-Staff Oversight and Advisory Board for the Centre for Advancing the Interests of Black People.,"  5,000 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,8-Sep-22,240901,Sagal Ali,To provide consulting services as a Tenant member of the Tenant-Staff Oversight and Advisory Board for the Centre for Advancing the Interests of Black People.,"  2,500 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,As billed,239915,Zamani Ra,To provide consulting services as a Tenant member of the Tenant-Staff Oversight and Advisory Board for the Centre for Advancing the Interests of Black People.,"  5,022 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,1-Sep-22,234178,Jupiter Energy Advisors Inc.,"To provide overview Natural Gas market condition assessment and expectations including rudimentary natural gas study/ analysis. Provide advice on price option. Communicate findings, recommendations, and analysis","  5,188 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,"29-Sep-22
22-Nov-22","247408, 248669",Vanessa Oraekwe,To conduct a Confronting Anti-Black Racism Workshop for the Executive Leadership Team,"  6,160 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,26-Nov-21,184320,Natalie Hill,To provide consulting services for Black Trans/Queer as part of the CABR strategy.,"  1,100 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,As billed,"184318, 200642
203847, 215308",Sharita Henry,"To provide the following services to the Centre for Advancing the Interests of Black People within TCHC:
1. The creation of a safety plan.
2. The development of an advocacy group and/or program for TCHC.
3. The development of journey maps.
4. The creation of best practices documentation.","  9,300 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,6-Apr-22,26273,Watershed Technologies Inc,Electricity and gas analysis for 2021 CMHC reporting. Review and discussion of CHP adjustment methodology. Water analysis for 221 portfolio water savings,"  3,989 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,27-Jun-22,211928,AON REED STENHOUSE INC,Consulting Service - Insurance Optimization Studies,"  142,464 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,"3-Aug-22
22-Dec-22","246035
249776
249777","3991628 Canada Inc. a.k.a. Lean Advisors Canada, Inc.",To conduct a Kaizen review and Lean implementation of the Arrears Collection Process (ACP) to reduce the total arrears at TCHC. to conduct business process improvement proposals for the unit turnover/offering process at TCHC to further reduce our corporation's vacancy rate,"  80,928 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,30-Jul-21,Invoice 4713521,KRCMar Surveyors,Survey services 130 Eglinton Avenue project. Sketch showing planter and any encroachments within property limits of City of Toronto,"  3,362 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,"30-Apr-22
31-May-2230-Jun-22","Invoice No
1736
1814
2055",Optimus SBR Inc.,NPO - Organization design consulting services ,"  58,819 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,15-Dec-22,241041,SVN Architects & Planners Inc.,"Planning justification, housing issues, Public consultation, Community consultation with City of TO, community consulation report, completed OPA application and workplan","  35,870 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,7-Jul-22,242352,Christopher R Taylor,Truth and Reconciliation related initiatives consultation,  250 
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,19-Jan-22,199038,Imara Ajani Rolston,"TCHC CABR Systems Thinking Consultant30/hrs200 Hours    Total:  $6,000 (Inc. Tax)","  6,000 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,28-Nov-22,251436,Jody Yaa Consulting  ,Team assessment for the Centre for Advancing the Interests of Black People,"  6,106 "
2022,Operating,Agencies and Corporations,Information Technology,Toronto Police Service,4-Oct-22,"47024591, 9520063",Slalom Consulting,"To provide expertise and advisory services to help guide Toronto Police Service (T.P.S.) in defining the future state of Reference Architecture and identify technology solutions required in support of Community Policing and Engagement unit eMemobook solution, call diversion and forms automation.","  333,773 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Police Service,30-Mar-20,"47022840, 9442766, 9450214, 9454705",Wellesley Institute,"To provide support on key T.P.S. projects managed by the Equity, Inclusion and Human Rights unit to inform T.P.S' race-based data strategy, the unit's overall strategy and a systemic review of T.P.S.' recruitment processes.","  15,999 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Police Service,29-Jul-21,"47023837, 9440254, 9444608, 9452304, 9462784, 9465172, 9471355",Doctor Lorne Foster,"To conduct an examination of T.P.S.' analysis and findings of race-based data, providing recommendations to improve the collection, analysis, interpretation and/or reporting of preliminary data and recommendations regarding methods and approaches towards the development of action plans. ","  32,224 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Police Service,12-Jul-21,"47023796, 9529704, 9532119, 9532130, 9532267, 9540232, 9540265, 3623596",Mercer (Canada) Limited,"To conduct review of Survivor Income Benefits (S.I.B.), grievances, premium renewal/waiver of premium support with Green Shield Canada (G.S.C.) and Manulife. ","  151,201 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Police Service,6-Jun-19,"47022202, 9464055",Gallagher Benefit Services (Canada) Group Inc (former name: Gallagher McDowall Associates),To review and evaluate submissions for new and existing civilian positions and make recommendations.,"  75,572 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Police Service,29-Jun-22,3616844,Deloitte LLP,"Review and assessment of policies, procedures, and programs in relation to harassment and discrimination, as well as wellness needs, with recommendations and roadmap to improvement. ","  20,352 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Police Service,22-Jul-22,6053573,Pivotal Technologies Inc.,"To review, advise, and report on the fairness of the Records Management Services (RMS) Request For Pre-Qualification (RFPQ) Process, identify potential risks and mitigation strategies, and make recommendations in relation to the process that has been undertaken.","  11,957 "
