YEAR,BUDGET TYPE,CITY AGENCY,"EXPENSE
CATEGORY",DIVISION,CONTRACT DATE,CONTRACT NUMBER,CONSULTANT NAME,DESCRIPTION, EXPENDITURE
2022,Capital,City Manager,Information Technology,Office of the Chief Information Security Officer (CISO),28-Jun-22,6053496,Complytec Inc,To provide consultation to the City to develop the implementation plan to deploy a vulnerability management solution for the City's critical infrastructure.,"  3,714 "
2022,Capital,Corporate Services,Technical ,Corporate Real Estate Management,25-Feb-21,6051802,Revay and Associates Limited,"To provide consulting services relating to project familiarization, schedule review, and development of claim avoidance/mitigation strategy. To provide a claim review report and settlement negotiations as a result of the contractor claiming construction progress delays.","  12,644 "
2022,Capital,Corporate Services,Technical ,Corporate Real Estate Management,17-Dec-21,47023786 / 9433543 / 9494390 / 9425391 / 9505953,Bethune Puttock Consulting Inc,To provide consulting services to the ModernTO Workplace Modernization Program in relation to developing a scope of work (SOP) as well as release and award request for proposal (RFP) for the multi-year ModernTO Workplace Modernization Program (WMP). ,"  241,077 "
2022,Capital,Corporate Services,Technical ,Corporate Real Estate Management,23-Sep-21,9415192,CBCI Telecom,"To provide speciality services to the Corporate Security team to develop the project scope of work for security equipment at the Union Station Security Control Centre.

Services include conducting a detailed physical site assessment, and providing product specifications, drawings, and recommendations based on the current physical environment and existing equipment.",  763 
2022,Capital,Corporate Services,Technical ,Corporate Real Estate Management,21-Jan-20,6050182,Deloitte LLP,"To provide consulting services for the development of the City of Toronto's Workplace Optimization Plan. This will facilitate the transformation of the City's office portfolio into efficient, modern, financial sustainability, and talent attraction/retention. ","  81,284 "
2022,Capital,Corporate Services,Technical ,Corporate Real Estate Management,22-Jul-20,3595446,Stephenson Engineering Ltd.,"To provide consulting services for rehabilitation of the parking stairwell which include, but not limited to the following: 
1. Waterproofing the staircase to reduce water infiltration.
2. Repair/rebuild the concrete staircases (walls, ceiling, steps, hand rails, etc.) as necessary for a safe and sound structure. Provide new slip-resistant painting/sealer to stair treads as appropriate.
3. Review and provide new, as necessary, all existing lighting, exit signage and mechanical permit for Heating, Ventilation, and Air Conditioning (HVAC) to meet applicable current Code requirements.","  7,937 "
2022,Capital,Corporate Services,Technical ,Corporate Real Estate Management,13-Apr-22,47023994 / 9458382,P1 Consulting Inc,To provide advisory services on procurement considerations and provide fairness monitor services for ModernTO Workplace Modernization Program RFSQ and NRFP. ,"  5,450 "
2022,Capital,Corporate Services,Information Technology,Corporate Real Estate Management,16-Oct-20,6051146,Deloitte LLP,"To provide services to build an enterprise architecture to help the Technology Services Division (TSD) achieve the vision of enabling employee mobility and office modernization. These consulting services are required to develop an Enterprise Architecture that re-imagines the operating model of TSD, to understand the current state, identify gaps and provide a strategy for how to achieve the new vision. ","  44,756 "
2022,Capital,Corporate Services,Management / Research & Development,Corporate Real Estate Management,4-Nov-21,6052741,Deloitte LLP,"To provide the Corporate Real Estate Management Division and CreateTO with options and considerations of a future state service delivery model and associated implementation roadmap in alignment with the goals of the City-Wide Real Estate transformation, as articulated in item EX25.9 (2017).","  278,051 "
2022,Capital,Corporate Services,Creative Communications,Corporate Real Estate Management,4-Apr-22,3614505,What El'S Creative,"To provide wayfinding & signage design consulting services, signage application guidance for interior design, peer review and consulting services of proposed layouts and design for Workplace Modernization Standards, in compliance with Canadian Institute of Planners (CIP) and Toronto Accessibility Design Guidelines (TADG). ","  2,900 "
2022,Capital,Corporate Services,Management / Research & Development,Customer Experience (311),24-May-22,6053371,Deloitte LLP,To provide recommendations to enhance and refresh the City’s approved customer experience operating model and add additional detail to the approved functional model to centralize and integrate activities.,"  305,280 "
2022,Capital,Corporate Services,Legal ,Fleet Services,8-Apr-22,9456695_LINE10,Deeth Williams Wall LLP,To provide services to review the agreement and documents between the City and Siemens on EV Chargers which is related to the Zero Emission Vehicle (ZEV) Program. ,"  20,045 "
2022,Capital,Corporate Services,Legal ,Fleet Services,23-Jun-22,9456695_LINE20,Deeth Williams Wall LLP,To provide services to review the agreement and documents between the City and Siemens on EV Chargers which is related to the Zero Emission Vehicle (ZEV) Program. ,"  35,420 "
2022,Capital,Corporate Services,Legal ,Fleet Services,13-Jul-22,9456695_LINE30,Deeth Williams Wall LLP,To provide services to review the agreement and documents between the City and Siemens on EV Chargers which is related to the Zero Emission Vehicle (ZEV) Program. ,"  20,175 "
2022,Capital,Corporate Services,Legal ,Fleet Services,21-Jul-22,9456695_LINE40,Deeth Williams Wall LLP,To provide services to review the agreement and documents between the City and Siemens on EV Chargers which is related to the Zero Emission Vehicle (ZEV) Program. ,"  15,569 "
2022,Capital,Corporate Services,Legal ,Fleet Services,29-Aug-22,9456695_LINE50,Deeth Williams Wall LLP,To provide services to review the agreement and documents between the City and Siemens on EV Chargers which is related to the Zero Emission Vehicle (ZEV) Program. ,"  12,650 "
2022,Capital,Finance and Treasury Services,Information Technology,Office of the Controller,15-Sep-21,6052558,Robinson Global Management Inc.,"To provide consulting services, including the review of evaluation materials and advising on fairness to PMMD. In addition, services include to prepare a fairness evaluation presentation, attend evaluator training session and present, attend Technical Evaluation consensus meetings and provide fairness comments where applicable, and review technical consensus documents, pricing evaluation and final compiled results.","- 2,291 "
2022,Capital,Finance and Treasury Services,Information Technology,Office of the Controller,14-Dec-21,9432726,Calian Limited,"To provide technical design services for the Financial Transformation Project, including assisting with the assessment of business functions currently performed outside of SAP and providing recommendations on integration/migration to the S4/HANA suite and SAP Business Technology Platform. In addition, the consultant will provide S/4HANA architecture expertise and support on solution and integration implementation tasks aligned with SAP best practices, provide expert advice and support to the City FSTP Technical Portfolio Manager and FSTP Project Team on technical implementation planning and delivery,","  277,537 "
2022,Capital,Finance and Treasury Services,Information Technology,Office of the Controller,19-Aug-21,6052476,Ernst & Young LLP,"To provide active risk management advisory support, including developing a procurement strategy for the selection of a System Integrator (SI) for the transformation of the City’s finance ERP and associated IT applications related to financial management and reporting. This work will support the City to develop a strategy that manages the City’s risk and helps optimize benefit, while establishing the areas that must be effectively completed internally and by the SI to deliver the City’s desired transformation. 

","  35,616 "
2022,Capital,Finance and Treasury Services,Information Technology,Office of the Controller,14-Jan-22,6052971,Ernst & Young LLP,"To provide active risk management advisory support, including developing a procurement strategy for the selection of a System Integrator (SI) for the transformation of the City’s finance ERP and associated IT applications related to financial management and reporting. This work will support the City to develop a strategy that manages the City’s risk and helps optimize benefit, while establishing the areas that must be effectively completed internally and by the SI to deliver the City’s desired transformation. 

","  2,656,404 "
2022,Capital,Finance and Treasury Services,Information Technology,Office of the Controller,2-Jun-21,6052202,Deloitte LLP,"To provide consulting services for the Preparation Phase related to Financial Systems Transformation Project (FSTP), Design Phase and Build to Deploy Phase. Services include identifying how leading practices for asset management can be incorporated into the City's existing budgeting, financial reporting, and project management processes to address the Province of Ontario's asset management reporting requirements.","  11,122,028 "
2022,Capital,Finance and Treasury Services,Information Technology,Office of the Controller,11-Oct-22,9497587,2ISolutions Inc,"To provide technical support and assist with performing data cleaning, manipulation, analysis and visualization on data to deliver insights and contribute to evidence informed decision for SAP business objects data services development.","  24,002 "
2022,Capital,Finance and Treasury Services,Information Technology,Office of the Controller,11-Oct-22,9497588,2ISolutions Inc,"To provide technical support and assist with performing data cleaning, manipulation, analysis and visualization on data to deliver insights and contribute to evidence informed decision for SAP business objects data services development.","  24,002 "
2022,Capital,Finance and Treasury Services,Information Technology,Office of the Controller,11-Oct-22,9497589,2ISolutions Inc,"To provide technical support and assist with performing data cleaning, manipulation, analysis and visualization on data to deliver insights and contribute to evidence informed decision for SAP business objects data services development.","  24,002 "
2022,Capital,Finance and Treasury Services,Information Technology,Office of the Controller,11-Oct-22,9497592,2ISolutions Inc,"To provide SAP functional consulting services such as advising on functional design, development and configuration of the SAP S/4HANA solution, and integration with SAP and non-SAP solutions for the identified business process stream. In addition services include assisting the development of the 'To-Be' solution following best practices and standard SAP business processes.


","  55,561 "
2022,Capital,Finance and Treasury Services,Information Technology,Office of the Controller,11-Oct-22,9497593,2ISolutions Inc,"To provide SAP functional consulting services such as advising on functional design, development and configuration of the SAP S/4HANA solution, and integration with SAP and non-SAP solutions for the identified business process stream. In addition services include assisting the development of the 'To-Be' solution following best practices and standard SAP business processes.


","  54,492 "
2022,Capital,Finance and Treasury Services,Information Technology,Office of the Controller,11-Oct-22,9497594,2ISolutions Inc,"To provide SAP functional consulting services such as advising on functional design, development and configuration of the SAP S/4HANA solution, and integration with SAP and non-SAP solutions for the identified business process stream. In addition services include assisting the development of the 'To-Be' solution following best practices and standard SAP business processes.


","  41,213 "
2022,Capital,Finance and Treasury Services,Information Technology,Office of the Controller,11-Oct-22,9497595,2ISolutions Inc,"To provide SAP functional consulting services such as advising on functional design, development and configuration of the SAP S/4HANA solution, and integration with SAP and non-SAP solutions for the identified business process stream. In addition services include assisting the development of the 'To-Be' solution following best practices and standard SAP business processes.


","  37,244 "
2022,Capital,Finance and Treasury Services,Information Technology,Office of the Controller,11-Oct-22,9497597,2ISolutions Inc,"To provide SAP functional consulting services such as advising on functional design, development and configuration of the SAP S/4HANA solution, and integration with SAP and non-SAP solutions for the identified business process stream. In addition services include assisting the development of the 'To-Be' solution following best practices and standard SAP business processes.


","  55,561 "
2022,Capital,Finance and Treasury Services,Information Technology,Office of the Controller,11-Oct-22,9497598,2ISolutions Inc,"To provide SAP functional consulting services such as advising on functional design, development and configuration of the SAP S/4HANA solution, and integration with SAP and non-SAP solutions for the identified business process stream. In addition services include assisting the development of the 'To-Be' solution following best practices and standard SAP business processes.


","  53,424 "
2022,Capital,Finance and Treasury Services,Management / Research & Development,"Pension, Payroll & Employee Benefits",31-Oct-22,3620331,Addiev Corporate Training,To assist in the development of a PPEB divisional & unit training Curriculum.,"  12,084 "
2022,Capital,Finance and Treasury Services,Management / Research & Development,"Pension, Payroll & Employee Benefits",30-Nov-22,3621320,Dizen Diachange Research & Con,To deliver a three-day training workshop to advise on design thinking for change management.,"  28,450 "
2022,Capital,Infrastructure Services,Management / Research & Development,Transit Expansion Office,21-Mar-19,6049052,Arup Canada Inc.,To provide transportation accessibility modelling and economic modelling to Scarborough Subway Extension and Eglinton East LRT which will be used to advise the City.,"  54,803 "
2022,Capital,Infrastructure Services,Technical ,Toronto Water,30-Dec-19,PO#6050025,Perkins & Will,To undertake the Mount Dennis Planning Framework Study,"  4,152 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,30-Mar-21,Schedule A,Toronto Waterfront Revitalization Corporation,To provide consulting services with the pre-construction works of Bridge and Public Realm at Lakeshore Blvd East.,"  461,732 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,10-May-22,Schedule A,RYERSON UNIVERSITY,"To monitor surface water flow for one year, analyze data and submitted a report to be used for setting a policy direction. ","  29,917 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,31-Dec-22,9496200,WSP Canada Inc.,To develop designs for placement of various features of School Safety Zones within the road network of each zone for Toronto 2021 & 2020 School Safety.,"  3,256 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,28-May-20,6050617,LEA Consulting Ltd,To provide construction contract inspection services for new traffic signal (approved by council) installations.  ,"  1,877 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,16-Feb-18,6046496,LEA Consulting Ltd,"To provide consulting services, including the design work for Lower Don River area traffic.","  2,808 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,25-Feb-21,6051796,LEA Consulting Ltd,To provide consulting services and perform contract administration Broadview Ave at Mill brook Crescent.,"  6,675 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,4-Apr-22,9456390,AECOM CANADA LTD,To conduct detailed safety assessments of 6 Senior Safety Zones in Area 1 to identify safety issues and recommend context specific countermeasures to improve safety for road users (Work Assignment Tp-20-3-3 | 2020 Area 1 Senior Safety Zones In-Service Road Safety Reviews ()).,"  8,502 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,4-Oct-22,9496451,IBI Group Professional Service,To provide project management on ISSR and RSA Jane St Transit Priority Corridor and conduct detailed safety assessments of 6 Senior Safety Zones in Area 1 to identify safety issues and recommend context specific countermeasures to improve safety for road users. ,"  7,500 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,29-Mar-21,6051944,CIMA Canada Inc.,To provide consulting services for Traffic Signal contract administration. ,"  5,357 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,13-Oct-21,9420028,CIMA Canada Inc.,To provide design and construction contract administration of requested Accessible Pedestrian Signals (APS) at ten existing intersections in the City.,"  26,533 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,28-Mar-22,9453169,Parsons Inc.,To provide design and construction contract administration of requested Accessible Pedestrian Signals (APS).,"  7,547 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,31-Dec-22,Schedule A,Toronto and Region Conservation Authority,To provide services for the 20 Deep Dene Drive Drainage Improvement Project to mitigate flood and drainage issues. ,"  41,921 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,2-Feb-22,6053034,MSI MANAGEMENT LIMITED,To provide design services for streetscape improvements in conjunction with new development.,"  187,741 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,18-Mar-21,Schedule A,Toronto and Region Conservation Authority,"To collect data, survey and provide a detailed design for the culvert and drainage channel stabilization.","  3,577 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,28-Oct-21,Schedule A,Toronto and Region Conservation Authority,"To develop a detailed design package for replacement of the degraded concrete trapezoidal channel with a new long-term, low-maintenance structure.","  59,117 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,25-Feb-21,6051796,LEA Consulting Ltd,To provide construction contract inspection services for new traffic signal (approved by council) installations.  ,"  119,868 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,29-Mar-21,6051944,CIMA Canada Inc.,To provide consulting services on the traffic control signal project and contract management.,"  84,078 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,17-Jan-22,9438858,LEA Consulting Ltd,To provide consulting services for the design and contract administration of APS upgrades to existing traffic signals. ,"  98,258 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,17-Jan-22,9438858,LEA Consulting Ltd,To provide consulting services for the design and contract administration of APS upgrades to existing traffic signals. ,"  19,785 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,17-Feb-22,9445072,Moon-Matz Ltd.,To provide new traffic control device design for category 3 roster #TP-2021-A3-04.,"  125,063 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,17-Feb-22,9445072,Moon-Matz Ltd.,To provide design and contract administration services for #TP-2021-A3-04.,"  39,050 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,18-May-22,9465773,LEA Consulting Ltd,To provide consulting services for construction administration and inspection.,"  87,384 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,18-May-22,9465773,LEA Consulting Ltd,To provide consulting services for construction administration and inspection.,"  4,676 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,18-Jul-22,9478826,Moon-Matz Ltd.,To provide new traffic control device design services for category 3 roster  #TP-2021-A3-10. ,"  95,499 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,18-Jul-22,9478826,Moon-Matz Ltd.,To provide new traffic control device design services for category 3 roster  #TP-2021-A3-10. ,"  16,302 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,9-Sep-22,9490484,Parsons Inc.,To provide design and contract administration services for new traffic signal and CA assignment - NTCS TP-2021-A3-11. ,"  65,788 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,26-Oct-22,9500715,CIMA Canada Inc.,To provide design services for upgrades to traffic signals (B001327-A3-1 TORONTO - 5 NEW SIGNALS).,"  28,406 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,31-Oct-21,9420028,CIMA Canada Inc.,To perform contract administration of requested Accessible Pedestrian Signals (APS) at ten existing intersections in the City.,"  177,565 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,28-Mar-22,9453169,Parsons Inc.,To provide design services for Accessible Pedestrian Signals (APS) design.,"  185,620 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,23-Feb-21,9369271,WSP Canada Inc.,To conduct an asset inventory and identify locations for City owned pedestrian scale lighting assets.,"  82,738 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,16-Feb-18,6046496,LEA Consulting Ltd,To provide consulting services for the design of the Lower Don River Area Traffic.,"  5,499 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,24-Mar-20,6050362,IBI Group Professional Service,To provide consulting services related to the design and contract review for traffic signals.,"  12,130 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,12-Oct-21,9419728,WSP Canada Inc.,To establish a roster of suppliers eligible to provide professional engineering consulting services for Transportation Services Division.,"  232,167 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,26-Jan-22,6053010,CIMA Canada Inc.,To consult on the design of left turn arrow installation for subsequent installation (B001460A TORONTO - LEFT TURN PHASE - STUDIES).,"  64,277 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,14-Sep-22,9491230,CIMA Canada Inc.,To perform design and contract administration of APS upgrades to existing traffic signals (B001327-A4 TORONTO 7 SIGNAL MODIFICATIONS).,"  75,160 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,8-Jul-20,9323198,WSP Canada Inc.,To perform services for collision data validation to provide accurate road safety data into a series of In Service Safety Reviews and other operational road safety studies. ,"  14,991 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,1-Apr-20,9303277,WSP Canada Inc.,"To provide consulting services for the 2021 and 2022 School Safety Zone Design and Flexible In-road Traffic Calming Retrofit Design, through provision of communication support and management.","  16,330 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,16-Dec-19,9280526,Clean Air Partnership,To provide consulting services for the study on senior safety zones that will help inform more detailed engineering safety studies that will recommend safety improvements.,"  16,990 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,2-Jul-20,9322097,IBI Group Professional Service,To provide collision data validation services. ,"  27,152 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,2-Oct-20,9341220,Human Factors North Inc./ Ergon,To conduct a comprehensive motorcycle safety study to provide safety recommendations and findings.,"  12,659 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,30-Nov-20,9351858,Aecom Canada Ltd,To conduct detailed safety assessments of 6 Senior Safety Zones in Area 1 to identify safety issues and recommend context specific countermeasures to improve safety for road users.,"  3,740 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,30-Nov-20,9351883,Transafe Consulting Ltd,To conduct a detailed safety assessments of 4 Senior Safety Zones in Area 2 to identify safety issues and recommend context specific countermeasures to improve safety for road users.,"  33,298 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,13-May-21,9387509,Transafe Consulting Ltd,To conduct detailed safety assessments of 6 Senior Safety Zones in Area 2 to identify safety issues and recommend context specific countermeasures to improve safety for road users.  ,  773 
2022,Capital,Infrastructure Services,Technical ,Transportation Services,11-Mar-21,9373641,TRANSOFT SOLUTIONS INC,To evaluate and quantify the anticipated safety benefits of pilot locations for left turn calming treatments as part of Vision Zero project.,"  1,526 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,8-Jul-21,9400002 / 9548350 (new PO for name change),WSP Canada Inc.,"To conduct an in-service safety review of roadways with high rate of serious injury and fatality that coincide with planned roadways for resurfacing and reconstruction in 2023 and identify short, medium and long term countermeasures to address specific safety concerns identified and incorporated into the scope of those planned capital projects (In-Service Road Safety Reviews of the 2023 Capital Works Program High KSI Collision Corridors).","  24,501 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,19-Apr-22,9459010 / 9548358 (new PO for name change),WSP Canada Inc.,To conduct detailed safety assessments of 6 Senior Safety Zones in Area 1 to identify safety issues and recommend context specific countermeasures to improve safety for road users (2023 CWP High KSI Corridor).,"  25,109 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,1-Nov-21,9424397 / 9512626 (new PO for name change),WSP Canada Inc.,"To perform services including field observation, identification of locations in need of remediation, and cost-benefit analysis for applicable countermeasures for the Toronto- Mimico In Service Rd Safety. ","  60,695 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,7-Feb-22,9443139,IBI Group Professional Service,To conduct detailed safety assessments of 6 Senior Safety Zones in Area 1 to identify safety issues and recommend context specific countermeasures to improve safety for road users (137697 - ISSR and RSA Jane St Transit Priority Corridor). ,"  216,985 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,6-Jun-22,9469817,IBI Group Professional Service,To conduct detailed safety assessments of 6 Senior Safety Zones in Area 1 to identify safety issues and recommend context specific countermeasures to improve safety for road users (137697 - ISSR and RSA Jane St Transit Priority Corridor). ,"  2,554 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,31-Mar-22,9454316,WSP Canada Inc.,To provide consulting services for the 2023 School Safety Zone Design and provide communication support. ,"  7,754 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,8-Apr-22,9457508,CIMA Canada Inc.,"To develop geometric design for intersection modification of priority high-risk intersections, for implementation as quick-build geometric safety improvements.","  186,622 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,5-Apr-19,6048658,HDR Corporation,To provide an In-Service Safety Review and Road Safety Audit for Cultural Corridors. ,"  4,777 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,19-Oct-21,9421051,IBI Group Professional Service,To provide a recommendation for Intelligent Intersection Technology and provide advisory services for procurement preparation.,"  32,313 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,18-Nov-21,9427238,IBI Group Professional Service,"To perform inspections and provide contract administration services for Roster Work Assignment #2, Detection Upgrade. ","  162,716 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,3-Sep-20,6050973,GHD LIMITED,To provide consulting services for the North York Class Environmental Assessment Addendum.,"  14,740 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,19-Apr-16,6043137,Aecom Canada Ltd,To provide expert advice for the Park Lawn / Lake Shore Transportation Master Plan.,"  83,549 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,5-Jun-17,6045081,WSP Canada Inc.,To provide design and cost administration of APS upgrades to existing traffic signals for Reimagining Yonge Street Environmental Assessment (Sheppard to Finch). ,"  4,375 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,20-Jan-22,Schedule A,Toronto Hydro Electric System,To perform an investigation and assessment of assets In conflict with St Clair Ave W .,"  3,947 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,5-Jun-17,6045081,WSP Canada Inc.,To perform an environmental assessment study to provide an assessment which includes a more comprehensive review of options in order to both maintain traffic capacity and implement cycling facilities. ,"  2,346 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,22-Jan-19,6048256,LEA Consulting Ltd,To provide professional planning & engineering services to support delivery of transportation service's capital program.,"  379,962 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,3-Apr-19,6048649,HDR Corporation,"To provide consulting services of identifying, evaluating, and programming for surface transit corridors framework.","  4,747 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,23-May-19,6048905,HDR Corporation,To provide planning and engineering services for Yorkdale.,"  144,223 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,13-Sep-19,6049471,LEA Consulting Ltd,"To perform a Municipal Class Environmental Assessment study for a new grade-separated rail crossing, and a technical peer review of the 60% engineering design of a new street submitted by developer.","  11,019 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,22-Feb-21,6051777,Dillon Consulting,To provide consulting services on the Rouge Park Bridges - Transportation Master Plan.,"  112,423 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,9-Mar-20,6050301,WSP Canada Inc.,To provide consulting services on an engineering design for the lower Yonge precinct plan.,"  258,555 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,9-Nov-21,6052755,HDR Corporation,To conduct a study on Golden Mile environmental assessment.,"  394,822 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,24-Nov-21,9428407,Parsons Inc.,To perform a feasibility study and develop a tactical plan for Avenue Road (RFSQ 9117-20-7068).,"  74,554 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,3-Aug-22,6053612,WSP Canada Inc.,To provide consulting services for Dunn & Dowling Bridge Replacement. ,"  48,306 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,3-May-18,6050025,Perkins & Will,To undertake a comprehensive Planning Framework study to support the development of a renewed vision for Mount Dennis recommend tools to implement that vision.  ,"  26,309 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,16-Jan-19,6048233,WSP Canada Inc.,To conduct an engineering study on Finch West goods movement.,"  11,794 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,16-Jan-19,6048233 (40),WSP Canada Inc.,To develop a Transportation Master Plan (TMP) that focuses on improved goods movement for a study area within the Finch West area.,"  16,310 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,29-Nov-19,6049916,WSP Canada Inc.,"To provide consulting services on a Municipal Class Environment Assessment (EA) study for a new street with a  grade-separation with rail corridor, and potential new crossings, multi-use trail facilities, and other operational/physical improvements to existing infrastructure.","  149,816 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,3-May-18,6046845,LEA Consulting Ltd,To provide technical advisory services on the Steeles Avenue Grade Separation Design Data (DD).,"  1,574 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,9-Apr-21,6051991,WSP Canada Inc.,To provide project management services on the Esplanade / Mill Street Bikeway and Brunswick Ave. Improvements.,"  183,155 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,31-Dec-19,6049040,Alta Planning + Design Canada,To undertake the Mount Dennis Planning Framework study.,"  16,825 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,22-Dec-21,Schedule A,Toronto and Region Conservation Authority,To provide project and contract management on the Rosedale Valley Road Trail State of Goods Repair (SOGR) project.,"  172,608 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,19-Mar-21,9375083,CIMA Canada Inc.,To provide consulting services on the bicycle signal design for ten sites.,"  92,293 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,6-May-22,9463325,CIMA Canada Inc.,To provide design services for 10 Bike Signals.,"  7,601 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,12-Apr-21,6051995,ALTA PLANNING + DESIGN CANADA,To provide consulting services on the design & project management on Sheppard Avenue Complete Street.,"  213,975 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,24-Dec-21,6052919,WSP Canada Inc.,To provide design services for the Martin Grove Cycling Connections. ,"  13,633 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,19-Jan-22,6052991,IBI Group Professional Service,To provide design services for Gerrard St East Bikeway -Sherbourne St to Parliament St. reconstruction.,"  29,902 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,28-Jan-21,6051685,WSP Canada Inc.,To provide consulting services for the Bloor West Bikeway extension (turn calming guidance).,"  87,669 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,24-Jan-22,9439975,WSP Canada Inc.,"To design the traffic signal timing at two complex and critical intersections in the Leaside, Thorncliffe Park Drive and Donlands areas, and coordinating their corridors. The outcomes are improved safety, bus and vehicle operations and new mobility options for pedestrians and cyclists. ","  38,605 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,28-Dec-22,9513968,WSP Canada Inc.,"To design the traffic signal timing at two complex and critical intersections in the Leaside, Thorncliffe Park Drive and Donlands areas, and coordinating their corridors. The outcomes are improved safety, bus and vehicle operations and new mobility options for pedestrians and cyclists. ","  3,371 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,18-Sep-19,6049500,IBI Group Professional Service,"To provide detailed design and contract administration services for three intersection modifications in the Downsview neighbourhood, for Downsview Cycling Connections.","  108,270 "
2022,Capital,Infrastructure Services,Technical ,Transportation Services,5-Apr-22,6053229,WSP Canada Inc.,To provide consulting services for Richmond Adelaide Bike Lane Improvements.,"  1,170 "
